current_time,Pressure,Tempereture
2024-08-11 08:03:37,987.91,28.33
2024-08-11 08:03:47,987.83,28.33
2024-08-11 08:03:57,987.88,28.35
2024-08-11 08:04:08,987.91,28.35
2024-08-11 08:05:49,987.94,28.32
2024-08-11 08:05:59,987.88,28.32
2024-08-11 08:06:10,987.80,28.35
2024-08-11 08:06:20,987.66,28.38
2024-08-11 08:06:30,987.62,28.49
2024-08-11 08:06:40,987.57,28.52
2024-08-11 08:06:50,987.51,28.56
2024-08-11 08:07:00,987.48,28.59
2024-08-11 08:07:11,987.48,28.59
2024-08-11 08:07:21,987.48,28.61
2024-08-11 08:07:31,987.51,28.61
2024-08-11 08:07:41,987.51,28.58
2024-08-11 08:07:51,987.51,28.59
2024-08-11 08:08:01,987.54,28.58
2024-08-11 08:08:12,987.53,28.59
2024-08-11 08:08:22,987.51,28.59
2024-08-11 08:08:32,987.53,28.60
2024-08-11 08:08:42,987.51,28.60
2024-08-11 08:08:52,987.48,28.61
2024-08-11 08:09:02,987.42,28.63
2024-08-11 08:09:13,987.45,28.64
2024-08-11 08:09:23,987.53,28.62
2024-08-11 08:09:33,987.48,28.63
2024-08-11 08:09:43,987.42,28.67
2024-08-11 08:09:53,987.45,28.67
2024-08-11 08:10:04,987.47,28.68
2024-08-11 08:10:14,994.37,28.68
2024-08-11 08:10:24,987.48,28.65
2024-08-11 08:10:34,987.50,28.62
2024-08-11 08:10:44,987.51,28.60
2024-08-11 08:10:54,987.51,28.60
2024-08-11 08:11:05,987.56,28.60
2024-08-11 08:11:15,987.64,28.59
2024-08-11 08:11:25,987.62,28.56
2024-08-11 08:11:35,987.59,28.56
2024-08-11 08:11:45,987.65,28.54
2024-08-11 08:11:56,987.59,28.54
2024-08-11 08:12:06,987.56,28.56
2024-08-11 08:12:16,987.73,28.54
2024-08-11 08:12:26,987.73,28.52
2024-08-11 08:12:36,987.76,28.48
2024-08-11 08:12:46,987.84,28.46
2024-08-11 08:12:57,987.76,28.47
2024-08-11 08:13:07,987.79,28.47
2024-08-11 08:13:17,987.82,28.45
2024-08-11 08:13:27,987.87,28.42
2024-08-11 08:13:37,987.90,28.43
2024-08-11 08:13:47,987.82,28.40
2024-08-11 08:13:58,987.76,28.45
2024-08-11 08:14:08,987.74,28.43
2024-08-11 08:14:18,987.79,28.48
2024-08-11 08:14:28,987.95,28.45
2024-08-11 08:14:38,987.90,28.39
2024-08-11 08:14:49,987.93,28.37
2024-08-11 08:14:59,987.93,28.41
2024-08-11 08:15:09,987.93,28.40
2024-08-11 08:15:19,987.96,28.39
2024-08-11 08:15:29,987.91,28.37
2024-08-11 08:15:39,988.01,28.38
2024-08-11 08:15:50,987.93,28.37
2024-08-11 08:16:00,987.91,28.37
2024-08-11 08:16:10,987.93,28.38
2024-08-11 08:16:20,987.91,28.37
2024-08-11 08:16:30,987.96,28.36
2024-08-11 08:16:41,987.90,28.39
2024-08-11 08:16:51,987.90,28.40
2024-08-11 08:17:02,987.88,28.42
2024-08-11 08:17:12,987.82,28.41
2024-08-11 08:17:22,987.85,28.41
2024-08-11 08:17:32,987.77,28.42
2024-08-11 08:17:42,987.79,28.43
2024-08-11 08:17:53,987.90,28.39
2024-08-11 08:18:03,987.79,28.42
2024-08-11 08:18:13,987.93,28.39
2024-08-11 08:18:23,987.88,28.40
2024-08-11 08:18:33,987.90,28.41
2024-08-11 08:18:44,987.91,28.38
2024-08-11 08:18:54,987.99,28.38
2024-08-11 08:19:04,987.93,28.36
2024-08-11 08:19:14,987.99,28.36
2024-08-11 08:19:24,987.88,28.36
2024-08-11 08:19:34,987.99,28.39
2024-08-11 08:19:45,987.77,28.36
2024-08-11 08:19:55,994.36,28.44
2024-08-11 08:20:05,986.68,28.74
2024-08-11 08:20:15,985.12,29.14
2024-08-11 08:20:25,983.05,30.15
2024-08-11 08:20:36,982.25,31.42
2024-08-11 08:20:46,981.50,31.86
2024-08-11 08:20:56,981.00,32.27
2024-08-11 08:21:06,980.78,32.61
2024-08-11 08:21:16,980.80,32.70
2024-08-11 08:21:27,981.02,32.69
2024-08-11 08:21:37,981.06,32.52
2024-08-11 08:21:47,980.84,32.55
2024-08-11 08:21:57,980.83,32.70
2024-08-11 08:22:07,980.80,32.67
2024-08-11 08:22:17,980.82,32.72
2024-08-11 08:22:28,980.82,32.73
2024-08-11 08:22:38,981.07,32.66
2024-08-11 08:22:48,980.87,32.56
2024-08-11 08:22:58,980.83,32.67
2024-08-11 08:23:08,980.44,32.69
2024-08-11 08:23:19,980.39,32.94
2024-08-11 08:23:29,979.68,32.98
2024-08-11 08:23:39,979.42,33.39
2024-08-11 08:23:49,979.11,33.54
2024-08-11 08:23:59,978.87,33.74
2024-08-11 08:24:09,978.89,33.87
2024-08-11 08:24:20,978.51,33.86
2024-08-11 08:24:30,979.08,34.10
2024-08-11 08:24:40,978.85,33.72
2024-08-11 08:24:50,978.80,33.89
2024-08-11 08:25:00,978.99,33.93
2024-08-11 08:25:11,979.82,33.81
2024-08-11 08:25:21,980.11,33.29
2024-08-11 08:25:31,980.25,33.06
2024-08-11 08:25:41,979.84,32.99
2024-08-11 08:25:51,979.74,33.27
2024-08-11 08:26:01,979.70,33.33
2024-08-11 08:26:12,979.81,33.36
2024-08-11 08:26:22,979.68,33.29
2024-08-11 08:26:32,979.80,33.42
2024-08-11 08:26:42,980.11,33.34
2024-08-11 08:26:52,980.11,33.09
2024-08-11 08:27:03,980.21,33.12
2024-08-11 08:27:13,980.82,33.06
2024-08-11 08:27:23,980.77,32.69
2024-08-11 08:27:33,980.55,32.74
2024-08-11 08:27:43,980.59,32.84
2024-08-11 08:27:53,980.65,32.82
2024-08-11 08:28:04,980.08,32.80
2024-08-11 08:28:14,980.18,33.16
2024-08-11 08:28:24,979.95,33.07
2024-08-11 08:28:34,980.20,33.23
2024-08-11 08:28:44,980.71,33.06
2024-08-11 08:28:54,980.41,32.73
2024-08-11 08:29:05,980.17,32.96
2024-08-11 08:29:15,980.46,33.09
2024-08-11 08:29:25,980.58,32.94
2024-08-11 08:29:35,980.65,32.80
2024-08-11 08:29:45,980.57,32.80
2024-08-11 08:29:55,980.57,32.85
2024-08-11 08:30:06,980.41,32.81
2024-08-11 08:30:16,980.34,32.92
2024-08-11 08:30:26,980.17,32.99
2024-08-11 08:30:36,980.10,33.12
2024-08-11 08:30:46,980.05,33.14
2024-08-11 08:30:57,980.26,33.16
2024-08-11 08:31:07,986.96,33.00
2024-08-11 08:31:17,980.07,33.24
2024-08-11 08:31:27,979.69,33.16
2024-08-11 08:31:37,979.39,33.45
2024-08-11 08:31:47,979.51,33.59
2024-08-11 08:31:58,979.85,33.50
2024-08-11 08:32:08,986.98,33.29
2024-08-11 08:32:18,980.29,33.17
2024-08-11 08:32:28,980.69,33.02
2024-08-11 08:32:38,980.74,32.76
2024-08-11 08:32:49,980.90,32.76
2024-08-11 08:32:59,980.94,32.64
2024-08-11 08:33:09,980.54,32.60
2024-08-11 08:33:19,980.24,32.86
2024-08-11 08:33:29,980.36,33.04
2024-08-11 08:33:40,980.28,32.95
2024-08-11 08:33:50,987.01,33.01
2024-08-11 08:34:00,986.99,33.22
2024-08-11 08:34:10,979.50,33.19
2024-08-11 08:34:20,979.36,33.53
2024-08-11 08:34:31,979.33,33.56
2024-08-11 08:34:41,979.10,33.62
2024-08-11 08:34:51,979.55,33.73
2024-08-11 08:35:01,979.28,33.42
2024-08-11 08:35:11,979.13,33.63
2024-08-11 08:35:21,979.20,33.72
2024-08-11 08:35:32,978.96,33.68
2024-08-11 08:35:42,979.19,33.85
2024-08-11 08:35:52,979.64,33.64
2024-08-11 08:36:02,980.11,33.38
2024-08-11 08:36:12,980.24,33.12
2024-08-11 08:36:22,980.20,33.01
2024-08-11 08:36:33,979.98,33.03
2024-08-11 08:36:43,979.44,33.20
2024-08-11 08:36:53,979.25,33.49
2024-08-11 08:37:03,979.18,33.64
2024-08-11 08:37:13,978.90,33.69
2024-08-11 08:37:24,978.86,33.83
2024-08-11 08:37:34,978.78,33.84
2024-08-11 08:37:44,978.64,33.91
2024-08-11 08:37:54,978.38,33.99
2024-08-11 08:38:05,978.25,34.21
2024-08-11 08:38:15,978.25,34.27
2024-08-11 08:38:25,978.27,34.28
2024-08-11 08:38:35,978.38,34.24
2024-08-11 08:38:45,978.39,34.18
2024-08-11 08:38:55,978.23,34.16
2024-08-11 08:39:06,978.41,34.26
2024-08-11 08:39:16,978.50,34.15
2024-08-11 08:39:26,978.46,34.08
2024-08-11 08:39:36,977.93,34.14
2024-08-11 08:39:46,977.98,34.43
2024-08-11 08:39:57,977.85,34.44
2024-08-11 08:40:07,977.87,34.50
2024-08-11 08:40:17,978.04,34.45
2024-08-11 08:40:27,978.18,34.37
2024-08-11 08:40:37,978.46,34.33
2024-08-11 08:40:47,979.03,34.10
2024-08-11 08:40:58,979.44,33.77
2024-08-11 08:41:08,979.82,33.47
2024-08-11 08:41:18,979.76,33.28
2024-08-11 08:41:28,986.97,33.36
2024-08-11 08:41:38,980.15,33.17
2024-08-11 08:41:48,979.73,33.09
2024-08-11 08:41:59,979.59,33.34
2024-08-11 08:42:09,979.86,33.43
2024-08-11 08:42:19,979.54,33.28
2024-08-11 08:42:29,979.66,33.48
2024-08-11 08:42:39,979.89,33.39
2024-08-11 08:42:50,980.12,33.24
2024-08-11 08:43:00,980.24,33.12
2024-08-11 08:43:10,980.17,33.02
2024-08-11 08:43:20,980.22,33.09
2024-08-11 08:43:30,980.33,33.07
2024-08-11 08:43:41,986.98,32.99
2024-08-11 08:43:51,980.26,33.15
2024-08-11 08:44:01,980.33,33.02
2024-08-11 08:44:11,980.47,32.96
2024-08-11 08:44:21,980.53,32.92
2024-08-11 08:44:32,980.27,32.85
2024-08-11 08:44:42,980.19,33.04
2024-08-11 08:44:52,980.25,33.06
2024-08-11 08:45:02,980.22,33.03
2024-08-11 08:45:12,979.86,33.06
2024-08-11 08:45:22,979.90,33.28
2024-08-11 08:45:33,980.12,33.21
2024-08-11 08:45:43,980.63,33.04
2024-08-11 08:45:53,980.79,32.77
2024-08-11 08:46:03,980.63,32.70
2024-08-11 08:46:13,980.22,32.76
2024-08-11 08:46:24,979.87,33.02
2024-08-11 08:46:34,979.76,33.28
2024-08-11 08:46:44,980.09,33.31
2024-08-11 08:46:54,980.38,33.09
2024-08-11 08:47:04,980.56,32.88
2024-08-11 08:47:14,980.44,32.77
2024-08-11 08:47:25,980.40,32.89
2024-08-11 08:47:35,980.21,32.92
2024-08-11 08:47:45,980.11,33.05
2024-08-11 08:47:55,980.14,33.06
2024-08-11 08:48:05,980.11,33.10
2024-08-11 08:48:16,980.13,33.09
2024-08-11 08:48:26,979.62,33.09
2024-08-11 08:48:36,979.39,33.42
2024-08-11 08:48:46,979.30,33.58
2024-08-11 08:48:56,979.38,33.60
2024-08-11 08:49:07,979.52,33.49
2024-08-11 08:49:17,979.66,33.43
2024-08-11 08:49:27,979.59,33.33
2024-08-11 08:49:37,979.28,33.41
2024-08-11 08:49:47,978.86,33.60
2024-08-11 08:49:58,978.56,33.87
2024-08-11 08:50:08,978.97,34.09
2024-08-11 08:50:18,978.95,33.78
2024-08-11 08:50:28,978.70,33.83
2024-08-11 08:50:38,978.41,34.00
2024-08-11 08:50:48,978.25,34.20
2024-08-11 08:50:59,978.38,34.28
2024-08-11 08:51:09,978.88,34.18
2024-08-11 08:51:19,978.69,33.87
2024-08-11 08:51:29,979.15,33.99
2024-08-11 08:51:39,979.56,33.67
2024-08-11 08:51:49,979.77,33.43
2024-08-11 08:52:00,979.65,33.29
2024-08-11 08:52:10,979.15,33.39
2024-08-11 08:52:20,978.87,33.72
2024-08-11 08:52:30,979.19,33.86
2024-08-11 08:52:40,979.40,33.64
2024-08-11 08:52:51,979.32,33.58
2024-08-11 08:53:01,979.43,33.62
2024-08-11 08:53:11,979.87,33.54
2024-08-11 08:53:21,980.26,33.24
2024-08-11 08:53:31,980.06,33.01
2024-08-11 08:53:41,979.69,33.13
2024-08-11 08:53:52,979.26,33.37
2024-08-11 08:54:02,979.42,33.67
2024-08-11 08:54:12,979.16,33.56
2024-08-11 08:54:22,979.12,33.67
2024-08-11 08:54:32,979.06,33.73
2024-08-11 08:54:43,979.20,33.76
2024-08-11 08:54:53,979.20,33.68
2024-08-11 08:55:03,979.15,33.64
2024-08-11 08:55:13,978.87,33.72
2024-08-11 08:55:23,978.70,33.83
2024-08-11 08:55:33,978.74,33.99
2024-08-11 08:55:44,978.77,33.93
2024-08-11 08:55:54,978.72,33.93
2024-08-11 08:56:04,978.72,33.94
2024-08-11 08:56:14,978.83,33.92
2024-08-11 08:56:24,978.72,33.89
2024-08-11 08:56:34,978.87,33.99
2024-08-11 08:56:45,979.10,33.87
2024-08-11 08:56:55,979.04,33.71
2024-08-11 08:57:05,979.25,33.78
2024-08-11 08:57:15,979.59,33.60
2024-08-11 08:57:25,979.61,33.42
2024-08-11 08:57:36,979.69,33.41
2024-08-11 08:57:46,979.65,33.35
2024-08-11 08:57:56,979.18,33.39
2024-08-11 08:58:06,978.74,33.71
2024-08-11 08:58:16,978.68,33.99
2024-08-11 08:58:27,978.60,34.04
2024-08-11 08:58:37,978.65,34.04
2024-08-11 08:58:47,978.43,34.02
2024-08-11 08:58:57,978.47,34.17
2024-08-11 08:59:07,978.48,34.10
2024-08-11 08:59:17,978.46,34.08
2024-08-11 08:59:28,978.43,34.09
2024-08-11 08:59:38,978.56,34.15
2024-08-11 08:59:48,978.79,34.03
2024-08-11 08:59:58,978.85,33.93
2024-08-11 09:00:08,978.72,33.86
2024-08-11 09:00:19,978.76,33.98
2024-08-11 09:00:29,978.75,33.91
2024-08-11 09:00:39,978.38,33.99
2024-08-11 09:00:49,978.42,34.21
2024-08-11 09:00:59,978.48,34.12
2024-08-11 09:01:09,978.34,34.14
2024-08-11 09:01:20,978.28,34.23
2024-08-11 09:01:30,978.41,34.23
2024-08-11 09:01:40,978.31,34.19
2024-08-11 09:01:50,978.09,34.24
2024-08-11 09:02:00,978.05,34.35
2024-08-11 09:02:10,978.07,34.37
2024-08-11 09:02:21,978.11,34.31
2024-08-11 09:02:31,978.13,34.31
2024-08-11 09:02:41,978.35,34.32
2024-08-11 09:02:51,978.19,34.25
2024-08-11 09:03:01,977.81,34.31
2024-08-11 09:03:12,977.92,34.50
2024-08-11 09:03:22,978.42,34.44
2024-08-11 09:03:32,978.37,34.12
2024-08-11 09:03:42,978.06,34.18
2024-08-11 09:03:52,978.10,34.35
2024-08-11 09:04:03,978.29,34.34
2024-08-11 09:04:13,978.23,34.16
2024-08-11 09:04:23,977.98,34.25
2024-08-11 09:04:33,978.32,34.37
2024-08-11 09:04:43,978.50,34.15
2024-08-11 09:04:54,978.43,34.09
2024-08-11 09:05:04,978.36,34.18
2024-08-11 09:05:14,978.53,34.17
2024-08-11 09:05:24,978.73,34.07
2024-08-11 09:05:34,978.57,33.99
2024-08-11 09:05:44,978.40,34.04
2024-08-11 09:05:55,978.07,34.11
2024-08-11 09:06:05,977.80,34.35
2024-08-11 09:06:15,977.30,34.49
2024-08-11 09:06:25,977.45,34.84
2024-08-11 09:06:35,977.25,34.72
2024-08-11 09:06:46,977.88,34.89
2024-08-11 09:06:56,977.96,34.45
2024-08-11 09:07:06,978.37,34.40
2024-08-11 09:07:16,978.66,34.18
2024-08-11 09:07:26,978.98,34.00
2024-08-11 09:07:36,978.54,33.78
2024-08-11 09:07:47,978.21,34.11
2024-08-11 09:07:57,978.22,34.28
2024-08-11 09:08:07,978.29,34.35
2024-08-11 09:08:17,978.41,34.25
2024-08-11 09:08:27,978.32,34.11
2024-08-11 09:08:38,978.03,34.25
2024-08-11 09:08:48,978.26,34.38
2024-08-11 09:08:58,978.25,34.27
2024-08-11 09:09:08,978.41,34.29
2024-08-11 09:09:18,978.17,34.17
2024-08-11 09:09:28,977.97,34.31
2024-08-11 09:09:39,977.88,34.43
2024-08-11 09:09:49,978.25,34.51
2024-08-11 09:09:59,977.95,34.27
2024-08-11 09:10:09,978.17,34.45
2024-08-11 09:10:19,977.91,34.31
2024-08-11 09:10:30,977.95,34.46
2024-08-11 09:10:40,978.01,34.43
2024-08-11 09:10:50,978.35,34.35
2024-08-11 09:11:00,978.36,34.23
2024-08-11 09:11:10,978.03,34.23
2024-08-11 09:11:21,977.52,34.39
2024-08-11 09:11:31,977.22,34.73
2024-08-11 09:11:41,977.01,34.87
2024-08-11 09:11:51,976.83,35.02
2024-08-11 09:12:01,976.90,35.17
2024-08-11 09:12:11,977.43,35.05
2024-08-11 09:12:22,977.30,34.73
2024-08-11 09:12:32,977.37,34.87
2024-08-11 09:12:42,977.51,34.78
2024-08-11 09:12:52,977.30,34.71
2024-08-11 09:13:02,977.04,34.86
2024-08-11 09:13:13,976.89,35.01
2024-08-11 09:13:23,976.91,35.09
2024-08-11 09:13:33,976.72,35.06
2024-08-11 09:13:43,976.76,35.20
2024-08-11 09:13:53,976.60,35.17
2024-08-11 09:14:03,977.33,35.26
2024-08-11 09:14:14,977.67,34.80
2024-08-11 09:14:24,977.37,34.58
2024-08-11 09:14:34,977.59,34.83
2024-08-11 09:14:44,977.36,34.64
2024-08-11 09:14:55,977.78,34.77
2024-08-11 09:15:05,978.38,34.53
2024-08-11 09:15:15,978.58,34.17
2024-08-11 09:15:25,978.59,34.06
2024-08-11 09:15:35,978.40,34.06
2024-08-11 09:15:45,978.15,34.18
2024-08-11 09:15:56,977.80,34.33
2024-08-11 09:16:06,977.62,34.57
2024-08-11 09:16:16,977.61,34.59
2024-08-11 09:16:26,977.82,34.66
2024-08-11 09:16:36,978.20,34.48
2024-08-11 09:16:46,978.54,34.29
2024-08-11 09:16:57,978.24,34.09
2024-08-11 09:17:07,978.41,34.30
2024-08-11 09:17:17,978.66,34.17
2024-08-11 09:17:27,978.65,34.02
2024-08-11 09:17:37,978.92,34.09
2024-08-11 09:17:48,979.21,33.86
2024-08-11 09:17:58,979.42,33.71
2024-08-11 09:18:08,978.97,33.58
2024-08-11 09:18:18,979.19,33.82
2024-08-11 09:18:28,979.04,33.65
2024-08-11 09:18:38,978.84,33.80
2024-08-11 09:18:49,978.72,33.90
2024-08-11 09:18:59,978.63,34.01
2024-08-11 09:19:09,978.48,34.08
2024-08-11 09:19:19,978.75,34.15
2024-08-11 09:19:29,978.98,33.97
2024-08-11 09:19:40,978.89,33.87
2024-08-11 09:19:50,979.10,33.92
2024-08-11 09:20:00,979.06,33.77
2024-08-11 09:20:10,979.28,33.76
2024-08-11 09:20:20,979.23,33.66
2024-08-11 09:20:30,978.69,33.67
2024-08-11 09:20:41,978.59,34.06
2024-08-11 09:20:51,978.59,34.06
2024-08-11 09:21:01,978.54,34.10
2024-08-11 09:21:11,978.37,34.09
2024-08-11 09:21:21,977.81,34.29
2024-08-11 09:21:32,977.48,34.58
2024-08-11 09:21:42,977.62,34.75
2024-08-11 09:21:52,977.74,34.68
2024-08-11 09:22:02,977.75,34.61
2024-08-11 09:22:12,978.11,34.58
2024-08-11 09:22:22,978.18,34.39
2024-08-11 09:22:33,978.43,34.32
2024-08-11 09:22:43,978.20,34.21
2024-08-11 09:22:53,978.32,34.36
2024-08-11 09:23:03,978.22,34.26
2024-08-11 09:23:13,977.59,34.32
2024-08-11 09:23:24,977.39,34.67
2024-08-11 09:23:34,977.75,34.83
2024-08-11 09:23:44,978.02,34.57
2024-08-11 09:23:54,977.82,34.43
2024-08-11 09:24:04,977.86,34.54
2024-08-11 09:24:14,977.35,34.53
2024-08-11 09:24:25,976.96,34.87
2024-08-11 09:24:35,976.88,35.08
2024-08-11 09:24:45,977.18,35.13
2024-08-11 09:24:55,977.39,34.95
2024-08-11 09:25:05,977.48,34.82
2024-08-11 09:25:15,977.48,34.79
2024-08-11 09:25:26,977.13,34.75
2024-08-11 09:25:36,976.92,34.98
2024-08-11 09:25:46,977.45,35.09
2024-08-11 09:25:56,977.87,34.76
2024-08-11 09:26:06,977.57,34.47
2024-08-11 09:26:17,977.79,34.70
2024-08-11 09:26:27,977.78,34.56
2024-08-11 09:26:37,978.02,34.57
2024-08-11 09:26:47,977.68,34.44
2024-08-11 09:26:57,977.28,34.64
2024-08-11 09:27:07,977.09,34.87
2024-08-11 09:27:18,976.86,35.00
2024-08-11 09:27:28,976.98,35.13
2024-08-11 09:27:38,977.35,35.03
2024-08-11 09:27:48,977.67,34.79
2024-08-11 09:27:58,977.64,34.62
2024-08-11 09:28:09,977.71,34.66
2024-08-11 09:28:19,977.67,34.55
2024-08-11 09:28:29,977.75,34.62
2024-08-11 09:28:39,977.83,34.60
2024-08-11 09:28:49,977.87,34.49
2024-08-11 09:28:59,977.82,34.48
2024-08-11 09:29:10,977.48,34.57
2024-08-11 09:29:20,977.54,34.74
2024-08-11 09:29:30,978.01,34.67
2024-08-11 09:29:40,978.34,34.39
2024-08-11 09:29:50,978.52,34.25
2024-08-11 09:30:00,978.64,34.12
2024-08-11 09:30:11,978.76,34.05
2024-08-11 09:30:21,978.76,33.99
2024-08-11 09:30:31,978.52,33.98
2024-08-11 09:30:41,978.69,34.16
2024-08-11 09:30:51,978.84,34.03
2024-08-11 09:31:02,978.88,33.96
2024-08-11 09:31:12,978.99,33.89
2024-08-11 09:31:22,979.33,33.82
2024-08-11 09:31:32,979.73,33.60
2024-08-11 09:31:42,979.89,33.37
2024-08-11 09:31:52,979.92,33.28
2024-08-11 09:32:03,979.87,33.29
2024-08-11 09:32:13,986.98,33.29
2024-08-11 09:32:23,980.15,33.18
2024-08-11 09:32:33,980.21,33.13
2024-08-11 09:32:43,980.11,33.10
2024-08-11 09:32:54,980.08,33.13
2024-08-11 09:33:04,986.88,33.18
2024-08-11 09:33:14,979.85,33.24
2024-08-11 09:33:24,979.87,33.27
2024-08-11 09:33:34,986.98,33.27
2024-08-11 09:33:44,980.10,33.19
2024-08-11 09:33:55,980.16,33.13
2024-08-11 09:34:05,986.97,33.13
2024-08-11 09:34:15,979.66,33.24
2024-08-11 09:34:25,979.25,33.46
2024-08-11 09:34:35,978.93,33.66
2024-08-11 09:34:45,978.83,33.84
2024-08-11 09:34:56,978.58,33.93
2024-08-11 09:35:06,978.34,34.12
2024-08-11 09:35:16,978.09,34.24
2024-08-11 09:35:26,978.48,34.37
2024-08-11 09:35:36,978.70,34.10
2024-08-11 09:35:47,978.60,33.99
2024-08-11 09:35:57,978.70,34.09
2024-08-11 09:36:07,978.39,33.97
2024-08-11 09:36:17,978.18,34.14
2024-08-11 09:36:27,977.72,34.32
2024-08-11 09:36:37,977.83,34.58
2024-08-11 09:36:48,977.71,34.49
2024-08-11 09:36:58,978.00,34.56
2024-08-11 09:37:08,977.77,34.38
2024-08-11 09:37:18,977.56,34.55
2024-08-11 09:37:28,977.33,34.67
2024-08-11 09:37:39,977.21,34.77
2024-08-11 09:37:49,977.09,34.91
2024-08-11 09:37:59,977.19,34.97
2024-08-11 09:38:09,977.28,34.91
